#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery3
#Serial Number: SN:210415BDFD41
#Date Time: 2026-05-05 17:55:31.914
#Start: 1 Hz
#Stop: 10000 Hz
#Steps: 201
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.1634 V
#Offset: -7.01237e-05 V
#Relative: no

Frequency (Hz),Channel 1 Magnitude (dB)
114.8153621496883,-0.04535036006995907
120.2264434617413,-0.04207522248273526
125.8925411794168,-0.04019338733709469
131.8256738556408,-0.04702514125877294
138.0384264602885,-0.0459446967105772
144.5439770745928,-0.04284750982451507
151.3561248436209,-0.05234277999058398
158.4893192461114,-0.05365660106055446
165.9586907437561,-0.05245516985371727
173.7800828749376,-0.0584880860977013
181.9700858609983,-0.06246610610239195
190.5460717963246,-0.0635622553871836
199.5262314968879,-0.06568684126524019
208.9296130854038,-0.07614163285666473
218.7761623949552,-0.07817350744966643
229.0867652767772,-0.08215506933058991
239.883291901949,-0.08882910132760254
251.1886431509579,-0.09368079215815153
263.0267991895382,-0.1026786749198018
275.4228703338166,-0.1082698086706142
288.4031503126606,-0.1166724731937579
301.9951720402016,-0.1262635338793782
316.2277660168379,-0.1364907907935105
331.1311214825911,-0.1440949437181693
346.7368504525317,-0.1549914557572265
363.0780547701014,-0.1699510794937935
380.1893963205612,-0.1829401286294298
398.1071705534973,-0.1950346414968986
416.8693834703355,-0.21671636840392
436.5158322401661,-0.2293486522989857
457.0881896148752,-0.2466721017215412
478.6300923226385,-0.2784180615474592
501.1872336272725,-0.2928873185967892
524.8074602497728,-0.3211737472321434
549.5408738576249,-0.3532386969207496
575.4399373371566,-0.3821468480633431
602.5595860743574,-0.417301190310436
630.957344480193,-0.4580073336657886
660.6934480075957,-0.4932301199758621
691.8309709189363,-0.5314594253192926
724.4359600749899,-0.5795153416192657
758.5775750291835,-0.6379146327901696
794.3282347242814,-0.6886702342381132
831.7637711026708,-0.763781256636611
870.9635899560806,-0.8265161205210525
912.0108393559096,-0.8922414835346033
954.9925860214358,-0.9848452031952446
1000,-1.063370384446293
1047.1285480509,-1.155802470240971
1096.478196143185,-1.266737950170692
1148.153621496883,-1.372715657713986
1202.264434617413,-1.486003198891152
1258.925411794168,-1.619963010076985
1318.256738556407,-1.76640973759626
1380.384264602885,-1.912750693803866
1445.439770745928,-2.08440939652411
1513.561248436209,-2.245356909797564
1584.893192461114,-2.438239471901618
1659.586907437561,-2.649777275723543
1737.800828749376,-2.852999919645702
1819.700858609983,-3.073433831704966
1905.460717963246,-3.3324157616609
1995.262314968879,-3.592798211690039
2089.296130854038,-3.856376499684985
2187.761623949552,-4.142137991524323
2290.867652767773,-4.467598780889857
2398.83291901949,-4.798275847921061
2511.88643150958,-5.128681772680713
2630.267991895381,-5.49987858940887
2754.228703338166,-5.889403323071419
2884.031503126605,-6.270387181064711
3019.951720402016,-6.695198206549856
3162.277660168379,-7.180121772148226
3311.311214825911,-7.626575232191287
3467.368504525316,-8.108924323503256
3630.780547701014,-8.597132727843203
3801.893963205613,-9.117416825797658
3981.071705534973,-9.661114308842519
4168.693834703356,-10.18072643098023
4365.158322401661,-10.77605733534608
4570.881896148752,-11.34054139088232
4786.300923226386,-11.92732563756329
5011.872336272725,-12.54774327482742
5248.074602497729,-13.09998559780622
5495.408738576249,-13.76666977304254
5754.399373371566,-14.39229922690962
6025.595860743574,-15.049165983142
6309.57344480193,-15.77853053628363
6606.934480075958,-16.46312818822907
6918.309709189363,-17.08830316905613
7244.359600749899,-17.77700696809003
7585.775750291836,-18.47465609488495
7943.282347242814,-19.16623563429475
8317.637711026709,-20.0402944424414
8709.635899560804,-20.76550637491693
9120.108393559096,-21.40038101168222
9549.925860214358,-22.16899999489771
10000,-22.8537451564902
